Name,MinLon,MinLat,MaxLon,MaxLat,EarliestDate,LatestDate
Revolt,6,25,125.0,50,518.8 BCE,268.5 BCE
Revolt of Antigonus,25,35,35.0,40,,
Revolt of Antipater,18,35,30.0,45,,
Revolt of Ariobarzanes,24,35,36.0,45,366.8 BCE,362.3 BCE
Revolt of Artabazus,24,35,36.0,45,356.3 BCE,353.2 BCE
Revolt of Autophradates,25,35,35.0,40,363.5 BCE,360.5 BCE
Revolt of Cyrus the Younger,25,30,45.0,40,,
Revolt of Datames,30,35,42.0,45,371.5 BCE,360.5 BCE
Revolt of Eumenes,24,30,45.0,45,321 BCE,320 BCE
Revolt of Hermias,25,35,30.0,40,345.5 BCE,342.1 BCE
Revolt of Hua Clan,115,30,120.0,35,521.7 BCE,520.5 BCE
Revolt of Inaros,25,25,35.0,35,462.3 BCE,449.8 BCE
Revolt of Khababash,30,30,35.0,35,336.5 BCE,335.5 BCE
Revolt of Luan,110,35,115.0,40,,
Revolt of Lysimachus,18,40,30.0,45,,
Revolt of Mausolus,25,35,30.0,40,363.5 BCE,360.5 BCE
Revolt of Orontes,35,35,50.0,45,363.5 BCE,360.5 BCE
Revolt of Pissuthnes,25,35,35.0,40,420.5 BCE,415.5 BCE
Revolt of Ptolemy,20,20,35.0,40,,
Revolt of Wangzi Tui,110,30,115.0,40,675.6 BCE,673.5 BCE
Revolt of Wangzi Zhao,110,30,115.0,40,520.5 BCE,516.5 BCE
Rhegion,12,35,20.0,45,621.5 BCE,1 BCE
Rhodos,25,35,30.0,40,319.5 BCE,1 BCE
Roman Ally,0,35,24.0,45,305.5 BCE,1 BCE
Roman Latin Colony,6,40,18.0,45,495.7 BCE,1 BCE
Roman Republic,6,35,24.0,45,509.4 BCE,1 BCE
Romania,18,40,30.0,50,1990 CE,present
Rong,110,30,120.0,40,770.1 BCE,593.5 BCE
Rui,105,30,115.0,40,771.1 BCE,641.5 BCE
Ruo,110,30,115.0,35,770.1 BCE,622.5 BCE
Ruo'ao revolt,110,30,115.0,35,605.5 BCE,604.5 BCE
Russia,0,40,195.0,85,1990 CE,present
Rwanda,25,-5,35.0,0,1990 CE,present
Saba,40,10,50.0,20,1100.1 BCE,1 BCE
Sabines,12,40,18.0,45,800.1 BCE,438.5 BCE
Sabini,12,40,18.0,45,438.5 BCE,290.2 BCE
Saharan Peoples,-20,15,30.0,35,2400.1 BCE,1 BCE
Sakas,48,35,96.0,55,750.1 BCE,1 BCE
Sakya,80,25,85.0,30,750.1 BCE,480.5 BCE
Salamis,30,30,40.0,40,411.2 BCE,380.5 BCE
Salva,75,25,80.0,30,610.1 BCE,600.5 BCE
Salwa,70,25,75.0,30,610.1 BCE,322.5 BCE
Sambus,65,20,75.0,35,329.5 BCE,325.2 BCE
Samian Thalassocracy,20,35,30.0,40,542.5 BCE,522.5 BCE
Samnite Ally,12,40,24.0,45,326.5 BCE,304.5 BCE
Samnite Confederation,12,40,18.0,45,438.5 BCE,267.5 BCE
Samnites,12,40,18.0,45,800.1 BCE,438.5 BCE
Samnium,12,40,18.0,45,500.1 BCE,438.5 BCE
Samoa,-175,-15,-170.0,-10,1990 CE,present
Samos,25,35,30.0,40,386.5 BCE,338.2 BCE
San Marino,12,40,18.0,45,1990 CE,present
Sanxingdui Culture,100,25,110.0,35,1700.1 BCE,1000.1 BCE
Sardinians,5,35,12.0,45,1250.1 BCE,510.5 BCE
Sattagydia,65,30,75.0,35,610.1 BCE,516.5 BCE
Sattyaputas,70,10,80.0,15,325.5 BCE,1 BCE
Saudi Arabia,30,15,60.0,35,1990 CE,present
Saurashtra,65,20,75.0,25,610.1 BCE,317.5 BCE
Sauromatians,36,40,64.0,55,550.1 BCE,1 BCE
Sauvira,65,25,70.0,30,610.1 BCE,515.5 BCE
Savanna Peoples,-70,-35,-35.0,0,2400.1 BCE,1 BCE
Savaras,80,15,85.0,20,610.1 BCE,430.5 BCE
Scythia,24,30,55.0,50,678.5 BCE,1 BCE
Scythians,24,35,96.0,55,1201.1 BCE,1 BCE
Sea Peoples,20,30,40.0,45,1204.6 BCE,1180.5 BCE
Sealand,40,30,50.0,35,1734.5 BCE,1440.4 BCE
Second Athenian League,15,35,36.0,45,376.1 BCE,338.2 BCE
Seleucid Ally,24,35,36.0,45,282.2 BCE,1 BCE
Seleucid Kingdom,24,25,75.0,45,305.5 BCE,1 BCE
Semitic Nomads,35,15,60.0,35,2400.1 BCE,1000.1 BCE
Senegal,-20,10,-10.0,20,1990 CE,present
Seychelles,45,-15,60.0,0,1990 CE,present
Shang,105,30,125.0,40,1750.1 BCE,1103.5 BCE
Shang Dynasty,100,25,125.0,45,1600.5 BCE,1043.5 BCE
Shanrong,114,35,120.0,45,770.1 BCE,282.5 BCE
Shao,105,30,110.0,35,771.1 BCE,687.5 BCE
Shen,105,30,115.0,40,771.8 BCE,687.5 BCE
Shen(2),110,30,120.0,35,770.1 BCE,506.7 BCE
Shi,115,30,120.0,40,770.1 BCE,560.5 BCE
Shimashki,40,25,60.0,35,2213.5 BCE,1970.5 BCE
Shinuhtu,30,35,40.0,40,826.8 BCE,718.5 BCE
Shu,100,25,115.0,35,1075.1 BCE,316.5 BCE
Shu Bao,115,30,120.0,35,770.1 BCE,601.5 BCE
Shu Yong,115,30,120.0,35,770.1 BCE,601.5 BCE
Shu jiu,115,30,120.0,35,770.1 BCE,601.5 BCE
Shu long,115,30,120.0,35,770.1 BCE,601.5 BCE
Shu(2),115,30,120.0,35,770.1 BCE,615.5 BCE
Shubria,40,35,45.0,40,735.2 BCE,673.5 BCE
Shurparaka,70,15,75.0,25,610.1 BCE,301.5 BCE
Sicans,10,35,20.0,40,1450.1 BCE,409.3 BCE
Sicelia,10,35,20.0,40,461.4 BCE,392.5 BCE
Sicels,10,35,20.0,40,1000.1 BCE,409.3 BCE
Sicyon,20,35,25.0,40,655.5 BCE,445.5 BCE
Sidicini,12,40,18.0,45,438.5 BCE,334.5 BCE
Sierra Leone,-15,5,-10.0,15,1990 CE,present
Sikanoi,10,35,15.0,40,500.1 BCE,405.1 BCE
Sikeloi,10,35,20.0,40,500.1 BCE,440.5 BCE
Simurrum,45,30,50.0,40,2052.6 BCE,1600.5 BCE
Sindhu,65,25,75.0,30,610.1 BCE,515.5 BCE
Singapore,100,0,105.0,5,1990 CE,present
Sinope,30,40,36.0,45,323.4 BCE,1 BCE
Sivi,65,25,70.0,30,610.1 BCE,543.5 BCE
Slavs,16,45,40.0,55,2050.1 BCE,1 BCE
Slovakia,12,45,24.0,50,1990 CE,present
Slovenia,12,45,18.0,50,1990 CE,present
Sogdians,65,35,75.0,45,1700.1 BCE,532.5 BCE
Solomon Islands,155,-15,170.0,-5,1990 CE,present
Somalia,40,-5,55.0,15,1990 CE,present
Song,110,30,120.0,40,770.1 BCE,286.5 BCE
South Africa,15,-50,42.0,-20,1990 CE,present
South China Peoples,105,25,125.0,35,2400.1 BCE,1 BCE
South Korea,120,30,135.0,40,1990 CE,present
Spain,-20,25,6.0,45,1990 CE,present
Spratly Islands,110,5,120.0,15,1990 CE,present
Sri Lanka,75,5,85.0,10,1990 CE,present
St. Kitts and Nevis,-65,15,-60.0,20,1990 CE,present
St. Lucia,-65,10,-60.0,15,1990 CE,present
St. Vincent and the Grenadines,-65,10,-60.0,15,1990 CE,present
Stasis,10,30,45.0,45,586.6 BCE,312.7 BCE
Su,115,35,120.0,40,770.1 BCE,684.5 BCE
Subarctic Peoples,-168,45,-56.0,70,2400.1 BCE,1 BCE
Subartum,40,35,45.0,40,1741.5 BCE,1615.5 BCE
Succession struggle,12,25,120.0,45,785.5 BCE,352.1 BCE
Sudan,20,0,40.0,25,1990 CE,present
Suhma,85,20,90.0,25,610.1 BCE,345.5 BCE
Suhne,40,35,45.0,40,931.1 BCE,863.5 BCE
Suhu,40,30,45.0,35,1120.5 BCE,612.4 BCE
Sui,110,30,115.0,35,770.1 BCE,640.5 BCE
Sui(2),115,35,120.0,40,770.1 BCE,681.5 BCE
Surasena,75,25,80.0,30,900.1 BCE,360.5 BCE
Suriname,-60,0,-50.0,10,1990 CE,present
Swaziland,30,-30,35.0,-25,1990 CE,present
Sweden,8,55,36.0,70,1990 CE,present
Switzerland,0,45,12.0,50,1990 CE,present
Syracuse,6,35,30.0,45,715.5 BCE,1 BCE
Syracuse exiles,10,35,20.0,40,316.4 BCE,305.5 BCE
Syria,35,30,45.0,40,1990 CE,present
São Tomé and Príncipe,5,-5,10.0,5,1990 CE,present
Tabal,30,35,40.0,40,1190.5 BCE,678.5 BCE
Taiwan,115,20,125.0,30,1990 CE,present
Tajikistan,65,35,80.0,45,1990 CE,present
Tan,115,30,120.0,40,770.1 BCE,473.3 BCE
Tan(2),115,35,120.0,40,770.1 BCE,684.5 BCE
Tanagra,20,35,25.0,40,386.5 BCE,382.3 BCE
Tang,110,30,115.0,35,770.1 BCE,505.2 BCE
Tanzania,25,-15,45.0,0,1990 CE,present
Taras,12,40,24.0,45,500.5 BCE,380.5 BCE
Tarhuntassa,30,35,35.0,40,1535.5 BCE,1200.5 BCE
Tartessos,-10,35,-5.0,40,1000.1 BCE,1 BCE
Taulanti,15,35,25.0,45,800.1 BCE,279.1 BCE
Tauromenion,15,35,20.0,40,288.5 BCE,1 BCE
Taxila,70,30,75.0,40,338.5 BCE,326.4 BCE
Tegea,20,35,25.0,40,300.5 BCE,268.2 BCE
Teng,115,30,120.0,40,770.1 BCE,297.5 BCE
Terramare Culture,6,40,12.0,50,1550.1 BCE,1250.1 BCE
Teutons,0,50,24.0,65,2050.1 BCE,1 BCE
Thai Peoples,95,20,105.0,35,2400.1 BCE,1 BCE
Thailand,95,5,110.0,25,1990 CE,present
Theban Ally,18,35,30.0,45,370.7 BCE,338.2 BCE
Thebes,18,35,36.0,45,386.5 BCE,267.7 BCE
Thespiae,20,35,25.0,40,386.5 BCE,378.8 BCE
Thesprotia,20,35,25.0,40,395.5 BCE,350.5 BCE
Thesprotians,20,35,25.0,40,500.1 BCE,430.8 BCE
Thessaly,18,35,25.0,45,650.5 BCE,335.2 BCE
Thrace,18,40,30.0,45,277.1 BCE,1 BCE
Thracians,18,40,30.0,50,1450.5 BCE,1 BCE
Thraco Cimmerians,18,40,54.0,50,2400.1 BCE,1450.5 BCE
Thraikes,18,40,30.0,45,500.1 BCE,1 BCE
Three Guards Rebellion,110,30,125.0,40,1042.5 BCE,1039.5 BCE
Three Yi Tribes,115,25,125.0,30,770.1 BCE,1 BCE
Thyni,24,40,30.0,45,469.5 BCE,400.3 BCE
Tian Qi,110,30,125.0,45,481.4 BCE,1 BCE
Tian clan,115,35,120.0,40,500.1 BCE,481.4 BCE
Tibur,12,40,18.0,45,388.4 BCE,341.2 BCE
Togo,-5,5,5.0,15,1990 CE,present
Tong,115,30,120.0,35,770.1 BCE,615.5 BCE
Tonga,-175,-25,185.0,-15,1990 CE,present
Triballi,18,40,30.0,45,445.5 BCE,1 BCE
Trigarta,70,30,80.0,35,950.1 BCE,323.3 BCE
Trinidad and Tobago,-65,10,-60.0,15,1990 CE,present
Triphylia,20,35,25.0,40,725.5 BCE,1 BCE
Troezen,20,35,25.0,40,494.5 BCE,1 BCE
Tuhe,114,40,126.0,45,770.1 BCE,307.5 BCE
Tummanna,30,35,36.0,45,1535.5 BCE,1325.5 BCE
Tunisia,5,30,15.0,40,1990 CE,present
Turkey,24,35,48.0,45,1990 CE,present
Turkmenistan,48,35,70.0,45,1990 CE,present
Turks and Caicos Islands,-75,20,-70.0,25,1990 CE,present
Tuvalu,175,-10,180.0,-5,1990 CE,present
Tuwana,30,35,40.0,40,826.8 BCE,635.5 BCE
Tymphaea,18,35,25.0,45,430.8 BCE,368.5 BCE
Tyranny of Syracuse,5,30,25.0,45,478.5 BCE,278.2 BCE
Uelikukhi,40,35,50.0,45,880.1 BCE,706.5 BCE
Uganda,25,-5,40.0,5,1990 CE,present
Ugrians,36,50,72.0,70,750.1 BCE,1 BCE
Ukraine,16,40,42.0,55,1990 CE,present
Umbri,12,40,18.0,45,800.1 BCE,438.5 BCE
Umbria,6,40,18.0,45,438.5 BCE,290.2 BCE
Umbrii,12,40,18.0,45,500.1 BCE,438.5 BCE
Umma,45,30,50.0,35,2394.8 BCE,2309.5 BCE
United Arab Emirates,50,20,60.0,30,1990 CE,present
United Kingdom,-135,-60,75.0,65,1990 CE,present
United States,-176,-15,192.0,75,1990 CE,present
Ur III Tributary,40,25,55.0,40,2108.5 BCE,2018.6 BCE
Urartu,35,35,50.0,45,935.1 BCE,591.5 BCE
Urartu Tributary,35,35,50.0,45,802.5 BCE,714.6 BCE
Uruguay,-60,-40,-50.0,-30,1990 CE,present
Usinara,75,25,80.0,35,610.1 BCE,354.5 BCE
Utica,5,35,15.0,40,950.5 BCE,948.5 BCE
Utkala,85,15,90.0,25,610.1 BCE,345.5 BCE
Uzbekistan,54,35,78.0,50,1990 CE,present
Vajjika League,80,25,90.0,30,610.1 BCE,468.5 BCE
Valdivia Culture,-85,-5,-80.0,0,2400.1 BCE,1700.1 BCE
Vanga,85,20,95.0,25,675.1 BCE,311.5 BCE
Vanuatu,165,-25,175.0,-10,1990 CE,present
Vatsa,75,20,85.0,30,875.1 BCE,492.5 BCE
Vemaka,75,30,80.0,35,450.5 BCE,1 BCE
Veneti,6,45,18.0,50,800.1 BCE,1 BCE
Venezuela,-75,0,-55.0,15,1990 CE,present
Vestini,12,40,18.0,45,438.5 BCE,302.5 BCE
Vidarbha,75,15,85.0,25,700.1 BCE,301.5 BCE
Videha,80,25,90.0,30,800.1 BCE,610.1 BCE
Vietnam,100,5,110.0,25,1990 CE,present
Vitihotras,70,20,80.0,25,400.5 BCE,350.5 BCE
Volga Battle Axe Culture,16,50,64.0,65,2050.1 BCE,1250.1 BCE
Volsci,12,40,18.0,45,800.1 BCE,341.2 BCE
Vriji,80,25,90.0,30,700.1 BCE,610.1 BCE
Wahsusana,30,35,35.0,40,1775.5 BCE,1626.5 BCE
Wei,105,30,120.0,40,1750.1 BCE,1 BCE
Wei clan,110,35,115.0,40,500.1 BCE,453.4 BCE
Wen,110,30,115.0,35,1750.1 BCE,1606.5 BCE
West African Peoples,-20,5,15.0,20,2400.1 BCE,1 BCE
Western Guo,110,30,115.0,40,771.7 BCE,655.8 BCE
Western Mediterraneans,-16,35,24.0,60,2400.1 BCE,1 BCE
Western Odrysia,18,40,30.0,45,359.7 BCE,352.1 BCE
Western Rong,100,30,110.0,40,771.1 BCE,361.5 BCE
Wey,110,30,120.0,40,770.1 BCE,1 BCE
White Di,105,35,115.0,40,770.1 BCE,407.5 BCE
Wilusa,24,35,30.0,45,1535.5 BCE,1205.5 BCE
Wu,110,25,125.0,40,1200.1 BCE,470.5 BCE
Wucheng Culture,105,25,125.0,35,1450.1 BCE,958.5 BCE
Wushi Rong,105,35,110.0,40,771.1 BCE,314.5 BCE
Wuzhong,110,35,120.0,45,770.1 BCE,456.5 BCE
Xi,110,30,120.0,35,770.1 BCE,680.5 BCE
Xia Dynasty,105,30,120.0,40,2035.1 BCE,1600.5 BCE
Xian,110,30,115.0,35,770.1 BCE,655.5 BCE
Xian Peoples,105,30,110.0,35,1423.5 BCE,1414.4 BCE
Xiang,115,35,120.0,40,770.1 BCE,721.5 BCE
Xiang(2),115,30,120.0,35,770.1 BCE,643.5 BCE
Xianyu,110,35,120.0,40,770.1 BCE,506.5 BCE
Xiao,115,30,120.0,35,499.5 BCE,496.5 BCE
Xing,110,35,120.0,40,770.1 BCE,635.5 BCE
Xirong,110,30,115.0,35,770.1 BCE,690.5 BCE
Xu,105,25,125.0,35,945.5 BCE,512.5 BCE
Xu(2),110,30,115.0,35,770.1 BCE,371.5 BCE
Xue,115,30,125.0,40,1750.1 BCE,335.5 BCE
Xun,110,35,115.0,40,770.1 BCE,684.1 BCE
Xuqu,115,35,120.0,40,770.1 BCE,620.5 BCE
Yaminites,40,35,45.0,40,1769.5 BCE,1768.5 BCE
Yamkhad,35,30,45.0,40,2004.5 BCE,1543.5 BCE
Yan,110,30,130.0,45,770.1 BCE,1 BCE
Yan(2),110,30,115.0,35,770.1 BCE,764.5 BCE
Yan(3),115,30,125.0,35,770.1 BCE,680.5 BCE
Yang,110,35,115.0,40,770.1 BCE,678.5 BCE
Yang(2),115,35,120.0,40,770.1 BCE,660.5 BCE
Yangyue,110,25,120.0,30,770.1 BCE,500.5 BCE
Yaudheya,70,25,80.0,35,550.5 BCE,322.5 BCE
Yemen,40,10,55.0,20,1990 CE,present
Yi,120,35,125.0,40,770.1 BCE,659.5 BCE
Yi-Luo Rong,110,30,115.0,35,770.1 BCE,588.5 BCE
Yihu,115,30,120.0,35,770.1 BCE,491.5 BCE
Ying,110,30,115.0,35,770.1 BCE,678.5 BCE
Yingshi,115,30,120.0,35,770.1 BCE,646.5 BCE
Yiqu,105,30,110.0,40,771.1 BCE,272.5 BCE
Yong,105,30,115.0,35,770.1 BCE,611.5 BCE
Yu,110,30,115.0,40,770.1 BCE,655.8 BCE
Yu(2),105,30,115.0,35,770.1 BCE,611.5 BCE
Yu(3),115,35,120.0,40,770.1 BCE,524.5 BCE
Yue,115,25,125.0,40,770.1 BCE,306.5 BCE
Yue Peoples,115,25,125.0,35,1200.1 BCE,504.5 BCE
Yueshi Culture,115,30,125.0,40,1900.1 BCE,1500.1 BCE
Yuezhi,72,40,90.0,45,1235.1 BCE,1 BCE
Yugoslavia,18,40,24.0,50,1990 CE,present
Yun,110,30,115.0,35,770.1 BCE,700.5 BCE
Yuqui,115,30,120.0,35,770.1 BCE,692.5 BCE
Zabakhi,42,40,48.0,45,880.1 BCE,591.5 BCE
Zahara,45,25,60.0,35,,2206.5 BCE
Zaire,10,-15,35.0,10,1990 CE,present
Zalmaqum,35,35,45.0,40,1778.5 BCE,1615.5 BCE
Zambia,20,-20,35.0,-5,1990 CE,present
Zamua,40,35,50.0,40,882.5 BCE,880.4 BCE
Zapotecs,-100,15,-95.0,20,1400.1 BCE,1 BCE
Zeng,110,30,115.0,35,771.7 BCE,677.5 BCE
Zeng(2),115,30,120.0,40,770.1 BCE,567.5 BCE
Zhang,115,35,120.0,40,770.1 BCE,664.5 BCE
Zhangzhung,75,25,90.0,40,500.5 BCE,1 BCE
Zhao,102,30,120.0,45,453.4 BCE,1 BCE
Zhao clan,110,35,115.0,40,500.1 BCE,453.4 BCE
Zhen,110,30,115.0,35,770.1 BCE,700.5 BCE
Zheng,110,30,120.0,40,770.1 BCE,375.5 BCE
Zhi clan,110,35,115.0,40,500.1 BCE,453.6 BCE
Zhonghang clan,110,35,120.0,40,500.1 BCE,491.4 BCE
Zhongli,115,30,120.0,35,770.1 BCE,560.5 BCE
Zhongshan,110,35,120.0,40,506.5 BCE,296.5 BCE
Zhongwu,115,30,120.0,35,770.1 BCE,512.5 BCE
Zhou,100,30,125.0,40,1125.5 BCE,1045.5 BCE
Zhou Dynasty,100,25,125.0,45,1045.5 BCE,1 BCE
Zhou(2),110,25,115.0,35,770.1 BCE,700.5 BCE
Zhou(3),115,35,120.0,40,770.1 BCE,706.5 BCE
Zhoulai,115,30,120.0,35,770.1 BCE,600.5 BCE
Zhu,115,30,120.0,40,770.1 BCE,1 BCE
Zhu(2),115,35,120.0,40,770.1 BCE,517.5 BCE
Zhu(3),115,35,120.0,40,770.1 BCE,768.5 BCE
Zhuan,115,30,120.0,35,770.1 BCE,585.5 BCE
Zhuanyu,115,35,120.0,40,770.1 BCE,483.5 BCE
Zimbabwe,25,-25,35.0,-15,1990 CE,present
Zippasla,25,30,35.0,40,1415.5 BCE,1395.5 BCE
Zong,115,30,120.0,35,770.1 BCE,615.5 BCE
Zuo,110,30,115.0,40,770.1 BCE,750.5 BCE
the Netherlands,-75,10,8.0,55,1990 CE,present
